insertId,labels.protocol,labels.request_id,labels.type,logName,receiveTimestamp,resource.labels.project_id,resource.type,severity,textPayload,timestamp,trace
opcq9ug3fm3n9g,V2,48bfbf9a-e843-47ee-961c-09d4ca69f72d-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:51.279653339Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""48bfbf9a-e843-47ee-961c-09d4ca69f72d-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:28:51.268109Z""
result {
  source: ""agent""
  resolved_query: ""Kotlin""
  score: 1.0
  parameters {
    fields {
      key: ""linguagem_programacao""
      value {
        string_value: ""Kotlin""
      }
    }
  }
  contexts {
    name: ""esperando_banco_de_dados""
    lifespan: 1
    parameters {
      fields {
        key: ""linguagem_programacao""
        value {
          string_value: ""Kotlin""
        }
      }
      fields {
        key: ""linguagem_programacao.original""
        value {
          string_value: ""Kotlin""
        }
      }
    }
  }
  metadata {
    intent_id: ""ffca72f6-e1bd-4640-8f27-178c56240135""
    intent_name: ""Linguagem de Programacao Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""A linguagem Kotlin  é bem legal =).  E qual banco de dados você usa?""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""A linguagem Kotlin  é bem legal =).  E qual banco de dados você usa?""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:28:51.271330Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
opcq9ug3fm3n9f,V2,48bfbf9a-e843-47ee-961c-09d4ca69f72d-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:51.279653339Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""Kotlin\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:28:51.242Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
9pomx5g14s8w5b,V2,9c464dfd-c138-4058-88d2-b3ac8e298f85-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:48.635223405Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""9c464dfd-c138-4058-88d2-b3ac8e298f85-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:28:48.620861Z""
result {
  source: ""agent""
  resolved_query: ""Rodrigo""
  score: 1.0
  parameters {
    fields {
      key: ""given-name""
      value {
        string_value: ""Rodrigo""
      }
    }
  }
  contexts {
    name: ""esperando_linguagem_de_programacao""
    lifespan: 1
    parameters {
      fields {
        key: ""given-name""
        value {
          string_value: ""Rodrigo""
        }
      }
      fields {
        key: ""given-name.original""
        value {
          string_value: ""Rodrigo""
        }
      }
    }
  }
  metadata {
    intent_id: ""662a2fe0-b426-4ed1-bd04-b04acc7d5a5d""
    intent_name: ""Primeiro Nome Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""Olá Rodrigo qual a sua lingugem de programação preferida?""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Olá Rodrigo qual a sua lingugem de programação preferida?""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:28:48.624940Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
9pomx5g14s8w5a,V2,9c464dfd-c138-4058-88d2-b3ac8e298f85-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:48.635223405Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""Rodrigo\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:28:48.605Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1rtnmz1g3bctzk9,V2,892a1030-0118-44ee-938c-e570cd508339-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:42.999909018Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""892a1030-0118-44ee-938c-e570cd508339-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:28:42.985729Z""
result {
  source: ""agent""
  resolved_query: ""oi""
  action: ""input.welcome""
  score: 1.0
  parameters {
  }
  contexts {
    name: ""esperando_primeiro_nome""
    lifespan: 1
    parameters {
    }
  }
  contexts {
    name: ""__system_counters__""
    lifespan: 1
    parameters {
      fields {
        key: ""no-input""
        value {
          number_value: 0.0
        }
      }
      fields {
        key: ""no-match""
        value {
          number_value: 0.0
        }
      }
    }
  }
  metadata {
    intent_id: ""64b85a94-84b6-47e2-ac75-2ba8cc85c7b4""
    intent_name: ""Default Welcome Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""Olá! Qual o seu nome?""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Olá! Qual o seu nome?""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:28:42.988707Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1rtnmz1g3bctzk8,V2,892a1030-0118-44ee-938c-e570cd508339-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:42.999909018Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""oi\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:28:42.964Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
kjqgleg32qmhvf,V2,a1a6529c-f603-4c14-98c5-620c17ae25a9-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:27.851718466Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""a1a6529c-f603-4c14-98c5-620c17ae25a9-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:28:27.841369Z""
result {
  source: ""agent""
  resolved_query: ""não sei programar""
  action: ""input.unknown""
  score: 1.0
  parameters {
  }
  contexts {
    name: ""__system_counters__""
    lifespan: 1
    parameters {
      fields {
        key: ""no-input""
        value {
          number_value: 0.0
        }
      }
      fields {
        key: ""no-match""
        value {
          number_value: 1.0
        }
      }
    }
  }
  metadata {
    intent_id: ""6d13b5e2-f84d-44dd-8fa2-62ad905fd7fb""
    intent_name: ""Default Fallback Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""true""
  }
  fulfillment {
    speech: ""Desculpe, mas não compreendi.""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Desculpe, mas não compreendi.""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:28:27.844856Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
kjqgleg32qmhve,V2,a1a6529c-f603-4c14-98c5-620c17ae25a9-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:27.851718466Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""não sei programar\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:28:27.812Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
3m12f5fzirolz,V2,7b79d568-ab7c-4551-8820-bea52ca7e66d-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:22.197495151Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""7b79d568-ab7c-4551-8820-bea52ca7e66d-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:28:22.180233Z""
result {
  source: ""agent""
  resolved_query: ""Rodrigo""
  score: 1.0
  parameters {
    fields {
      key: ""given-name""
      value {
        string_value: ""Rodrigo""
      }
    }
  }
  contexts {
    name: ""esperando_linguagem_de_programacao""
    lifespan: 1
    parameters {
      fields {
        key: ""given-name""
        value {
          string_value: ""Rodrigo""
        }
      }
      fields {
        key: ""given-name.original""
        value {
          string_value: ""Rodrigo""
        }
      }
    }
  }
  metadata {
    intent_id: ""662a2fe0-b426-4ed1-bd04-b04acc7d5a5d""
    intent_name: ""Primeiro Nome Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""Olá Rodrigo qual a sua lingugem de programação preferida?""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Olá Rodrigo qual a sua lingugem de programação preferida?""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:28:22.185266Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
3m12f5fziroly,V2,7b79d568-ab7c-4551-8820-bea52ca7e66d-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:22.197495151Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""Rodrigo\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:28:22.155Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1e8h31lg36e2opm,V2,dd0d3679-4734-4679-9249-06456ffa7095-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:16.377680033Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""dd0d3679-4734-4679-9249-06456ffa7095-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:28:16.363465Z""
result {
  source: ""agent""
  resolved_query: ""oi""
  action: ""input.welcome""
  score: 1.0
  parameters {
  }
  contexts {
    name: ""esperando_primeiro_nome""
    lifespan: 1
    parameters {
    }
  }
  metadata {
    intent_id: ""64b85a94-84b6-47e2-ac75-2ba8cc85c7b4""
    intent_name: ""Default Welcome Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""Olá! Qual o seu nome?""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Olá! Qual o seu nome?""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:28:16.366649Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1e8h31lg36e2opl,V2,dd0d3679-4734-4679-9249-06456ffa7095-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:28:16.377680033Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""oi\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:28:16.349Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1ohx0bxfjdn6ps,V2,391fb5b5-bec6-4265-878a-4c7e408787c3-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:41.394634971Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""391fb5b5-bec6-4265-878a-4c7e408787c3-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:26:41.289326Z""
result {
  source: ""agent""
  resolved_query: ""popularidade do C""
  score: 1.0
  parameters {
    fields {
      key: ""linguagem_programacao""
      value {
        string_value: ""C""
      }
    }
  }
  metadata {
    intent_id: ""914bfa94-fcc6-431e-9f7c-692c1502f6f6""
    webhook_response_time: 86
    intent_name: ""Popularidade Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""A popularidade do C é de 14.32%""
    messages {
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""A popularidade do C é de 14.32%""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:26:41.383336Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1eid6y5g36gl32q,V2,391fb5b5-bec6-4265-878a-4c7e408787c3-d74139ee,conversation_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:41.389412914Z,rpg-chatbot-qaol,global,INFO,"Dialogflow fulfillment response : {""fulfillmentText"":""A popularidade do C é de 14.32%"",""outputContexts"":[]}",2021-04-17T12:26:41.378396Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
pt4l7dg35tnc32,V2,391fb5b5-bec6-4265-878a-4c7e408787c3-d74139ee,conversation_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:41.301365739Z,rpg-chatbot-qaol,global,INFO,"Dialogflow fulfillment request : {
  ""responseId"": ""391fb5b5-bec6-4265-878a-4c7e408787c3-d74139ee"",
  ""queryResult"": {
    ""queryText"": ""popularidade do C"",
    ""parameters"": {
      ""linguagem_programacao"": ""C""
    },
    ""allRequiredParamsPresent"": true,
    ""fulfillmentMessages"": [{
      ""text"": {
        ""text"": [""""]
      }
    }],
    ""outputContexts"": [{
      ""name"": ""projects/rpg-chatbot-qaol/agent/sessions/webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2/contexts/__system_counters__"",
      ""parameters"": {
        ""no-input"": 0.0,
        ""no-match"": 0.0,
        ""linguagem_programacao"": ""C"",
        ""linguagem_programacao.original"": ""C""
      }
    }],
    ""intent"": {
      ""name"": ""projects/rpg-chatbot-qaol/agent/intents/914bfa94-fcc6-431e-9f7c-692c1502f6f6"",
      ""displayName"": ""Popularidade Intent""
    },
    ""intentDetectionConfidence"": 1.0,
    ""languageCode"": ""pt-br""
  },
  ""originalDetectIntentRequest"": {
    ""payload"": {
    }
  },
  ""session"": ""projects/rpg-chatbot-qaol/agent/sessions/webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
}",2021-04-17T12:26:41.291636Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1ohx0bxfjdn6pr,V2,391fb5b5-bec6-4265-878a-4c7e408787c3-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:41.394634971Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""popularidade do C\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:26:41.274Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
ue86wg3da5d0l,V2,2cc6b423-1a02-4946-bdf1-78a42f60da19-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:33.992275128Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""2cc6b423-1a02-4946-bdf1-78a42f60da19-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:26:33.862817Z""
result {
  source: ""agent""
  resolved_query: ""popularidade doC""
  score: 0.83966774
  parameters {
    fields {
      key: ""linguagem_programacao""
      value {
        string_value: """"
      }
    }
  }
  metadata {
    intent_id: ""914bfa94-fcc6-431e-9f7c-692c1502f6f6""
    webhook_response_time: 110
    intent_name: ""Popularidade Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""A popularidade do  é de 0%""
    messages {
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""A popularidade do  é de 0%""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:26:33.983491Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
mr9syvg37u6u83,V2,2cc6b423-1a02-4946-bdf1-78a42f60da19-d74139ee,conversation_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:33.985036167Z,rpg-chatbot-qaol,global,INFO,"Dialogflow fulfillment response : {""fulfillmentText"":""A popularidade do  é de 0%"",""outputContexts"":[]}",2021-04-17T12:26:33.976792Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1xx7qt9g3bbcszl,V2,2cc6b423-1a02-4946-bdf1-78a42f60da19-d74139ee,conversation_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:33.878840885Z,rpg-chatbot-qaol,global,INFO,"Dialogflow fulfillment request : {
  ""responseId"": ""2cc6b423-1a02-4946-bdf1-78a42f60da19-d74139ee"",
  ""queryResult"": {
    ""queryText"": ""popularidade doC"",
    ""parameters"": {
      ""linguagem_programacao"": """"
    },
    ""allRequiredParamsPresent"": true,
    ""fulfillmentMessages"": [{
      ""text"": {
        ""text"": [""""]
      }
    }],
    ""outputContexts"": [{
      ""name"": ""projects/rpg-chatbot-qaol/agent/sessions/webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2/contexts/__system_counters__"",
      ""parameters"": {
        ""no-input"": 0.0,
        ""no-match"": 0.0,
        ""linguagem_programacao"": """",
        ""linguagem_programacao.original"": """"
      }
    }],
    ""intent"": {
      ""name"": ""projects/rpg-chatbot-qaol/agent/intents/914bfa94-fcc6-431e-9f7c-692c1502f6f6"",
      ""displayName"": ""Popularidade Intent""
    },
    ""intentDetectionConfidence"": 0.83966774,
    ""languageCode"": ""pt-br""
  },
  ""originalDetectIntentRequest"": {
    ""payload"": {
    }
  },
  ""session"": ""projects/rpg-chatbot-qaol/agent/sessions/webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
}",2021-04-17T12:26:33.865776Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
ue86wg3da5d0k,V2,2cc6b423-1a02-4946-bdf1-78a42f60da19-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:33.992275128Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""popularidade doC\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:26:33.834Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1amjnnlg3cmaqvf,V2,faa6ccec-67a6-4191-8c12-3b635bb89a46-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:24.490309349Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""faa6ccec-67a6-4191-8c12-3b635bb89a46-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:26:24.41159Z""
result {
  source: ""agent""
  resolved_query: ""popularidade do JJJJJJJ""
  score: 0.83152497
  parameters {
    fields {
      key: ""linguagem_programacao""
      value {
        string_value: """"
      }
    }
  }
  metadata {
    intent_id: ""914bfa94-fcc6-431e-9f7c-692c1502f6f6""
    webhook_response_time: 62
    intent_name: ""Popularidade Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""A popularidade do  é de 0%""
    messages {
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""A popularidade do  é de 0%""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:26:24.479279Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1dy3epmg3g8tt5l,V2,faa6ccec-67a6-4191-8c12-3b635bb89a46-d74139ee,conversation_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:24.482712735Z,rpg-chatbot-qaol,global,INFO,"Dialogflow fulfillment response : {""fulfillmentText"":""A popularidade do  é de 0%"",""outputContexts"":[]}",2021-04-17T12:26:24.475653Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
p9kpxag3ecszk8,V2,faa6ccec-67a6-4191-8c12-3b635bb89a46-d74139ee,conversation_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:24.421181927Z,rpg-chatbot-qaol,global,INFO,"Dialogflow fulfillment request : {
  ""responseId"": ""faa6ccec-67a6-4191-8c12-3b635bb89a46-d74139ee"",
  ""queryResult"": {
    ""queryText"": ""popularidade do JJJJJJJ"",
    ""parameters"": {
      ""linguagem_programacao"": """"
    },
    ""allRequiredParamsPresent"": true,
    ""fulfillmentMessages"": [{
      ""text"": {
        ""text"": [""""]
      }
    }],
    ""outputContexts"": [{
      ""name"": ""projects/rpg-chatbot-qaol/agent/sessions/webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2/contexts/__system_counters__"",
      ""parameters"": {
        ""no-input"": 0.0,
        ""no-match"": 0.0,
        ""linguagem_programacao"": """",
        ""linguagem_programacao.original"": """"
      }
    }],
    ""intent"": {
      ""name"": ""projects/rpg-chatbot-qaol/agent/intents/914bfa94-fcc6-431e-9f7c-692c1502f6f6"",
      ""displayName"": ""Popularidade Intent""
    },
    ""intentDetectionConfidence"": 0.83152497,
    ""languageCode"": ""pt-br""
  },
  ""originalDetectIntentRequest"": {
    ""payload"": {
    }
  },
  ""session"": ""projects/rpg-chatbot-qaol/agent/sessions/webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
}",2021-04-17T12:26:24.413370Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1amjnnlg3cmaqve,V2,faa6ccec-67a6-4191-8c12-3b635bb89a46-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:24.490309349Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""popularidade do JJJJJJJ\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:26:24.385Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
19snciig32s9y5m,V2,bb5e94a7-c838-4527-acea-a4f1d9bcd55d-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:06.507069566Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""bb5e94a7-c838-4527-acea-a4f1d9bcd55d-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:26:06.419919Z""
result {
  source: ""agent""
  resolved_query: ""popularidade do F#""
  score: 0.83152497
  parameters {
    fields {
      key: ""linguagem_programacao""
      value {
        string_value: """"
      }
    }
  }
  metadata {
    intent_id: ""914bfa94-fcc6-431e-9f7c-692c1502f6f6""
    webhook_response_time: 68
    intent_name: ""Popularidade Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""A popularidade do  é de 0%""
    messages {
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""A popularidade do  é de 0%""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:26:06.495657Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
l3ds34g336utld,V2,bb5e94a7-c838-4527-acea-a4f1d9bcd55d-d74139ee,conversation_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:06.502212763Z,rpg-chatbot-qaol,global,INFO,"Dialogflow fulfillment response : {""fulfillmentText"":""A popularidade do  é de 0%"",""outputContexts"":[]}",2021-04-17T12:26:06.490930Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1d4j82qg39cwn17,V2,bb5e94a7-c838-4527-acea-a4f1d9bcd55d-d74139ee,conversation_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:26:06.435350047Z,rpg-chatbot-qaol,global,INFO,"Dialogflow fulfillment request : {
  ""responseId"": ""bb5e94a7-c838-4527-acea-a4f1d9bcd55d-d74139ee"",
  ""queryResult"": {
    ""queryText"": ""popularidade do F#"",
    ""parameters"": {
      ""linguagem_programacao"": """"
    },
    ""allRequiredParamsPresent"": true,
    ""fulfillmentMessages"": [{
      ""text"": {
        ""text"": [""""]
      }
    }],
    ""outputContexts"": [{
      ""name"": ""projects/rpg-chatbot-qaol/agent/sessions/webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2/contexts/__system_counters__"",
      ""parameters"": {
        ""no-input"": 0.0,
        ""no-match"": 0.0,
        ""linguagem_programacao"": """",
        ""linguagem_programacao.original"": """"
      }
    }],
    ""intent"": {
      ""name"": ""projects/rpg-chatbot-qaol/agent/intents/914bfa94-fcc6-431e-9f7c-692c1502f6f6"",
      ""displayName"": ""Popularidade Intent""
    },
    ""intentDetectionConfidence"": 0.83152497,
    ""languageCode"": ""pt-br""
  },
  ""originalDetectIntentRequest"": {
    ""payload"": {
    }
  },
  ""session"": ""projects/rpg-chatbot-qaol/agent/sessions/webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
}",2021-04-17T12:26:06.421826Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
